"","Name1","score","score.1","score.2","score.3","score.4","score.5","score.6","score.7","score.8","score.9"
"1","MRC-18A-2045",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","MRC-18A-2372",0.0225104575723526,0.0525488549983429,0.0297668630912173,0.03130320848571,0.0147795347466841,0.016256784508526,0.0522689727613886,-0.0117071463528901,0.0407619133422187,0.0158141499621445
"3","MRC-18A-2376",0.0204364393652712,0.0449383231895712,0.0544426868091994,0.0293349774533196,0.0194406947931109,0.0243550610280444,0.01820861514314,-0.00474180757549908,0.0172752072552156,0.0158607463150222
"4","MRC-17A-1027",0.00631949373420051,0.0558117507755055,0.130557300233384,0.0362946326870763,0.0136506071042384,0.0363626736696762,0.0383792464741299,-0.00829749653764596,0.0202810030955265,0.0150336409589922
"5","MRC-17A-1045",0.00872182675032,0.0421024897066584,0.0842374785643651,0.0363450256121399,0.0144911561013946,0.0289019355520296,0.0410448196809002,-0.00660198528009017,0.0277020345839939,0.00379450402723783
"6","MRC-18A-1356",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","MRC-18A-1813",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","MRC-18A-1819",-1.11743879213297e-05,0.0464950060049997,0.0160785567729479,0.0314355181712777,0.0178598597822918,0.0244282692477571,0.0387226258157063,-0.00349469455353249,0.0193500845713879,0.0124003966283851
"9","MRC-18A-1821",0.654361499219828,0.859186894113129,0.295503795805352,0.396172014417034,0.241846580990897,0.0666339827108186,0.288188911181915,0.112838100689244,0.170369946148764,0.611369743923521
"10","MRC-18A-2043",8.61550454807961e-06,0.0409523470561573,0.0071886682820124,0.0448246158182251,0.0201770511128913,0.0135579115072676,0.0187247780913424,-0.00295292774715292,0.0158644851808744,0.0159833388427736
"11","MRC-18A-3529",0.00303539749839428,0.0395793904202476,0.0197112955485651,0.0460348896401861,0.0126825496809261,0.0245093145938044,0.0170630836884287,0.00358575073132116,0.0291784888668394,0.0136843767231828
"12","MRC-18A-3811",-0.00296029476713669,0.0492950496872724,0.0910852069503487,0.0401269870079178,0.0218463289024564,0.0298260865438571,0.0387225165867194,-0.00330813047423594,0.0263992953228389,0.00993993483143779
"13","MRC-18A-3844",0.0116535989616454,0.059281728624504,0.015832252646715,0.0411000145798056,0.0126112338294399,0.033318365038049,0.0409835092854518,0.0027270902664383,0.023439764637233,0.0100663813734571
"14","MRC-18A-2531",-0.00293672887566657,0.0478666930907562,0.0594827989010102,0.0449296147859478,0.0108235880652717,0.0222986246894247,0.0286032331100676,-0.0122332996362066,0.0173573511213072,0.0138830849583466
"15","MRC-18A-2884",0.014290001436084,0.0384889945884941,0.0185823669018555,0.0481804762661455,0.0108382938275841,0.0178430394049681,0.0232899875858779,-0.0143568896858869,0.0312167843076167,0.0131453042773687
"16","MRC-18A-3241",0.00492819253053436,0.0582213763899217,0.0164924986737026,0.0406637778010335,0.0169554228822471,0.0199146692010556,0.0447772275140683,-0.00494726640675862,0.0211109566969275,0.0158760651268762
"17","MRC-18A-3253",0.0207982220019268,0.0495532620582381,0.0562300901525473,0.0305853928679826,0.0174698125392716,0.0227102861826527,0.018757487196204,-0.00583185319773966,0.0212099637875267,0.0152281369903579
"18","MRC-18A-3481",0.0082487775100085,0.0384195034101821,0.0101736248672875,0.0404755405826766,0.0175165200781665,0.0337055052011455,0.0409866924094509,-0.00417618500292434,0.0235508936521562,0.0138075684249033
"19","MRC-18A-3501",0.00690771425489261,0.0344114341607277,0.0122005574576186,0.0469640230700169,0.0130550039837864,0.0283465071889875,0.0271257401353444,-0.00583108683527725,0.0133199010657259,0.0127075428201273
"20","MRC-18A-5755",0.0166867778777568,0.0489142115547846,0.0227111539910277,0.0410033061822243,0.0227877374634927,0.0289831635254681,0.0237341236368228,-0.0172482167945995,0.0175237590712667,0.0160244107422592
"21","MRC-18A-6634",0.0100573146547984,0.0594845129951607,0.0289304776664937,0.0406550800150812,0.0212046950969858,0.0211983601455768,0.0285450853166828,0.00161577334287388,0.0212642115021418,0.00507751211150561
"22","MRC-18A-3567",0.0103098575596746,0.0636071263736133,0.0621402044247399,0.277540453389818,0.0141732652033639,0.0319984379700548,0.0534162949064052,-0.00492402531944258,0.012947604185502,0.00985112680779333
"23","MRC-18A-3578",0.0128035398894761,0.0270685545258133,0.00834680966253682,0.0270245344397395,0.0153229439164404,0.0282455412229683,0.0524661830267781,-0.0065725287970695,0.0164025753224636,0.01040326922113
"24","MRC-19B-1939",0.00739793436776859,0.0418331999385286,0.0162499012847485,0.0364544712286932,0.0198821135828251,0.0174783911951443,0.0246394117571296,-0.00218797213662027,0.0117110994251009,0.00963837388060535
"25","MRC-19B-1951",0.00326743315812862,0.036473171612809,0.04411868892713,0.0409980642779017,0.0218138780228004,0.0236754981854232,0.0189818862292659,-0.0151518409925912,0.0111914708883123,-0.00369497698996807
"26","MRC-19B-1989",0.00595025906452178,0.0377485238317356,0.0426817099915637,0.0432537491919261,0.401328128072151,0.052388824753278,0.209572206335974,0.00285682855544655,0.17593853348876,-0.0139266007968841
"27","MRC-19B-2229",0.00701809259523344,0.0397332678281095,0.00197883765852831,0.029923617486432,0.0177130082731236,0.343122560057125,0.0605392111825891,-0.0068530655409613,0.0262286605733707,0.00218304642545428
"28","MRC-19B-2036",0.000860326068148143,0.029869931681702,0.0739386450295814,0.0173033314669031,0.0163113169277403,0.0172071247625121,0.0190492571834734,-0.00649901715951511,0.00534699108773114,0.00654393827854018
"29","MRC-18A-3883",0.0290262072875723,0.0252618011175387,0.116987059200489,0.0276601665957516,0.0252410186101739,0.0683809657844638,0.0329132039854335,-0.00880369880725281,0.0142540582062739,0.00846224110054793
"30","MRC-18A-7822",0.00678378472264095,0.0299259991072368,0.0242845427699776,0.0319657923436632,0.0201020214005975,0.00977970366013963,0.0480873337446313,-0.00755806023340027,0.0174684262755149,0.0109018992786274
