"","Name0","score","score.1","score.2","score.3","score.4","score.5","score.6","score.7","score.8","score.9"
"1","MRC-18A-2735",0.0145075523607553,0.00686253834944248,0.000996269853498763,0.0149544304985099,0.0369776645222717,0.0361071087696581,0.0165379596655741,0.00452841340358906,0.0276189628510156,0.0103327442146213
"2","MRC-18A-4180",0.00153637281217581,0.00305988319283443,0.00524939163336941,0.083438580163108,0.036754130752008,0.0262883704084509,0.00908919051900442,0.00417867823122618,0.017207005963859,0.00661845800781864
"3","MRC-18A-4498",0.00842604843910857,0.00450542041746873,0.000917082896917931,0.023230498564693,0.0314332599834557,0.0215353613955829,0.00923788323551731,-0.00221911208551691,0.0160492081315209,0.0100565313465102
"4","MRC-18A-5885",0.00502574103113976,0.0096114993593307,-0.0016461322082699,0.0115098595174308,0.0478620689837412,0.0135783742984616,0.0134077178186951,-0.000772503210761265,0.0168697809449348,0.010126576396041
"5","MRC-18A-5893",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","MRC-18A-4888",0.00737679021818039,0.0152129011126686,0.00243965705799215,0.00314926646503259,0.0531685125654792,0.0182315081981245,0.0155859748763557,0.00977783611547945,0.0212808707181594,0.0135229635074355
"7","MRC-18A-5479",0.0114019681541485,0.0046914959641367,-0.0016217321323607,0.0855997223101779,0.0336288353373502,0.0205242166540059,0.0117552473808844,0.00037714371181098,0.012524889946894,0.00397757041965032
"8","MRC-18A-5587",0.00484443011996293,0.0169652853037941,0.00828225391923131,-0.0594962747153207,0.0307482340755591,0.0194370831286605,0.011543585808287,0.00708197013877745,0.0258849023096391,0.00863713568216425
"9","MRC-18A-3497",0.00133768613352999,0.00964482896866832,0.00805167503710922,-0.0653809776025902,0.0380620954892011,0.0273730136761764,0.0187162886594307,0.00549830629820725,0.0233329070749807,0.0132655362962165
"10","MRC-18A-3538",0.0121618876310657,0.00913439328850827,0.003402472560783,0.0141063003071993,0.0383075137204789,0.0209770933942702,0.0136498502327853,0.00877973399238016,0.0286631372096977,0.0119602703874999
"11","MRC-18A-3539",0.00338558907925747,0.0103086315175629,0.00343271305519522,0.0927092252671335,0.0491018852452526,0.019540465482031,0.0173150404700451,0.001420571559013,0.0191257811195364,0.0112627769913736
"12","MRC-18A-3540",0.00414628888165355,0.0105100290239277,0.00581051219376187,0.0184311822495676,0.04213932334194,0.0221578996635617,0.00981513286202725,0.00348687892893927,0.0234316393972155,0.0138436408183618
"13","MRC-18A-3531",0.0182311436489065,0.00732988011303254,0.00409849314088128,0.0916701188304005,0.0306297882000878,0.0245489857260337,0.0237468138265979,0.0109205058725026,0.026744639675083,0.00365737753873549
"14","MRC-18A-3532",0.00455663135937982,-0.000769517378923485,0.00618721101897315,0.0157799910056439,0.0307020248038687,0.0174019594569952,0.0179605758746418,0.00728462442723144,0.0179304157327588,0.00886346494238472
"15","MRC-18A-3533",0.00606975057183965,0.012111340838343,0.00452160983131559,0.0179852849890301,0.047920580397193,0.0239866318187303,0.0218414277912417,0.00494322531245893,0.0227096562038521,0.0114186172190167
"16","MRC-18A-3536",0.00456264749136133,-0.000243425328994212,0.00297908023470072,0.0134437872146833,0.0376873271106926,0.0219441436533755,0.00763731555349112,0.00141289091410749,0.02365456373481,0.0107259212004913
"17","MRC-18A-3541",0.0104921019841663,0.0165210312069462,0.00659828713160566,0.0944698175325003,0.0403044027411784,0.0221554759180461,0.024698148415188,0.00849527101148695,0.0244852266141647,0.0104912854577969
"18","MRC-18A-3547",0.0117472575384195,0.00929038997884722,0.00628675105737753,0.0224276518237032,0.0369956502845222,0.0160294148379869,0.0230167071063229,0.0114139689727785,0.0280768774255107,0.0107594500007668
"19","MRC-18A-3559",0.0130910325569802,0.0118507364958337,0.00929215261160481,0.00584771444349203,0.0446041830573632,0.0193898065879063,0.0161250407541313,0.00764970135648618,0.0256251905390513,0.00802261252324189
"20","MRC-18A-3560",0.0126796917830708,0.0270755099866234,0.00525806912721003,-0.0510211455839976,0.0405474847067113,0.0177865813273372,0.0144856579853625,0.00491299040800642,0.0171534612143143,0.011612899415551
"21","MRC-18A-3561",0.00788391178561022,0.00449320373919978,0.0087308790315252,0.0941474079999071,0.0405602033488321,0.0200461836706366,0.0286185971969296,0.00987400204381563,0.0231231182232739,0.0110213562857555
"22","MRC-18A-3554",0.0122952826613663,0.00558967597499596,0.00842259236114701,0.0197754999867639,0.0358709684075328,0.0238265314901231,0.0149120639433208,0.00651384838901842,0.0249923760977985,0.00771285144992963
"23","MRC-18A-3555",0.00563139574621919,0.00723286551583738,0.005396026753236,0.0693153622775487,0.0433285365703331,0.0223259183836704,0.0147101873580573,0.00942601466805446,0.030626093126418,0.0101013083096738
"24","MRC-18A-3556",0.00186803908506193,0.0127317668303635,0.00635158853656073,0.0155650303529791,0.042128359835124,0.0213501210255276,0.017972473033152,0.0050047550266392,0.0209205028949885,0.00699232720870455
"25","MRC-18A-3557",-0.00157902513315928,0.0113667439115572,0.00822470448356217,0.0858311466009697,0.0464444268554838,0.0259796151517571,0.0122870689622678,0.00755676357616167,0.0241208397599341,0.0124029020711886
"26","MRC-18A-3558",0.0113869041450296,0.012418843332387,0.00710438215398526,0.000565577914500025,0.0479363524149699,0.014803920827379,0.0172815692103572,0.00956982989244379,0.02559561946715,0.0162062636426579
"27","MRC-18A-3569",0.0120404407053665,0.0134240286301433,0.00294868883056081,0.094108111864529,0.0372365184340072,0.0191783233411194,0.0247408738029536,0.00669384372186927,0.023705145683727,0.0146162398234967
